age	score
55.000000	0.374922
55.000000	-0.257562
55.000000	4.579291
55.000000	0.337133
55.000000	7.783492
55.000000	7.561719
55.000000	5.871267
55.000000	17.887503
55.000000	2.357793
55.000000	10.865061
55.000000	4.672137
55.000000	-2.014703
55.000000	-3.180757
55.000000	-6.915316
55.000000	-2.005306
55.000000	7.120529
55.000000	-1.532854
55.000000	0.484946
55.000000	-4.426196
55.000000	5.812171
55.000000	11.966816
55.000000	9.969906
55.000000	13.433509
55.000000	10.786664
55.000000	5.717219
55.000000	8.231251
55.000000	8.990093
55.000000	10.372136
55.000000	12.852407
55.000000	1.765699
55.000000	14.346846
56.000000	8.013719
56.000000	5.006304
56.000000	10.004124
56.000000	4.227491
56.000000	5.615220
56.000000	7.097107
56.000000	1.692859
56.000000	7.255617
56.000000	-1.274658
56.000000	6.303198
56.000000	6.057771
56.000000	15.917512
56.000000	10.378666
56.000000	10.879826
56.000000	7.045449
56.000000	7.965037
57.000000	3.422657
57.000000	1.771035
57.000000	6.637322
57.000000	8.534703
57.000000	6.252823
57.000000	9.810743
57.000000	6.266994
57.000000	-0.911257
57.000000	9.285158
57.000000	6.814971
57.000000	12.518807
57.000000	2.752953
57.000000	-3.637237
57.000000	-14.338838
57.000000	5.974970
57.000000	-4.602393
57.000000	10.658373
57.000000	10.087864
57.000000	9.770681
57.000000	8.411402
57.000000	5.311782
57.000000	3.910052
57.000000	6.759048
57.000000	0.930121
57.000000	13.940471
57.000000	1.574186
57.000000	-0.892201
57.000000	-2.125951
58.000000	12.326833
58.000000	12.323754
58.000000	14.446891
58.000000	8.240064
58.000000	10.112350
58.000000	16.359873
58.000000	15.751872
58.000000	8.786800
58.000000	13.242624
58.000000	5.088144
58.000000	6.643995
58.000000	-1.975764
58.000000	4.116582
58.000000	7.208577
58.000000	4.337982
58.000000	4.092185
59.000000	9.710469
59.000000	0.052083
59.000000	9.985950
59.000000	14.314212
59.000000	6.230943
59.000000	5.450887
59.000000	9.919140
59.000000	13.848284
59.000000	11.640200
59.000000	14.808393
59.000000	14.281326
59.000000	15.327152
59.000000	9.955039
59.000000	3.605541
59.000000	4.126912
59.000000	2.769933
59.000000	3.526545
59.000000	9.685084
59.000000	5.029888
59.000000	2.543839
59.000000	1.447211
59.000000	9.520024
60.000000	8.054777
60.000000	14.651236
60.000000	4.768612
60.000000	-0.397131
60.000000	9.142516
60.000000	5.540719
60.000000	6.760313
60.000000	-2.882284
60.000000	3.453172
60.000000	3.362391
60.000000	11.388097
60.000000	6.802220
60.000000	7.549302
60.000000	6.353000
60.000000	4.529053
60.000000	8.407001
60.000000	9.554314
60.000000	9.670981
60.000000	3.713924
60.000000	3.054385
60.000000	4.644458
60.000000	6.140408
60.000000	2.172833
60.000000	6.868402
61.000000	2.826487
61.000000	8.289397
61.000000	7.544429
61.000000	1.170974
61.000000	3.323185
61.000000	5.343228
61.000000	4.437107
61.000000	17.618162
61.000000	16.604101
61.000000	5.675025
61.000000	10.469254
61.000000	5.542444
61.000000	5.327141
61.000000	9.247067
61.000000	2.937155
61.000000	5.342924
61.000000	14.411652
61.000000	1.235462
61.000000	3.648845
61.000000	8.167771
61.000000	1.701381
61.000000	17.674849
61.000000	12.162584
61.000000	11.280384
62.000000	17.470858
62.000000	8.389488
62.000000	13.248088
62.000000	14.876710
62.000000	11.527466
62.000000	14.289974
62.000000	2.225924
62.000000	2.615784
63.000000	5.695877
63.000000	-0.171775
63.000000	3.245701
63.000000	6.258991
63.000000	0.386140
63.000000	4.795198
63.000000	0.567724
63.000000	6.834990
63.000000	-0.736627
63.000000	13.562136
63.000000	2.411524
63.000000	2.730093
63.000000	11.858888
63.000000	20.541128
63.000000	5.256872
63.000000	20.833216
64.000000	5.968864
64.000000	15.217785
64.000000	6.225384
64.000000	15.159126
64.000000	4.189322
64.000000	10.275203
64.000000	1.326657
64.000000	2.069201
64.000000	6.961010
64.000000	7.662900
64.000000	6.992740
64.000000	1.089286
64.000000	7.258850
64.000000	10.186668
64.000000	-2.976277
64.000000	8.905030
65.000000	6.821966
65.000000	3.730665
65.000000	3.067585
65.000000	14.348536
65.000000	11.843039
65.000000	11.462491
65.000000	17.968369
65.000000	12.464289
65.000000	13.216254
65.000000	-0.690954
65.000000	2.207459
65.000000	13.323619
65.000000	3.666722
65.000000	3.514177
66.000000	11.318139
66.000000	-2.308551
66.000000	11.046083
66.000000	7.719274
66.000000	0.441768
66.000000	6.018302
66.000000	8.541123
66.000000	3.809276
66.000000	6.771745
66.000000	6.602849
67.000000	5.270662
67.000000	13.068508
67.000000	10.181219
67.000000	1.558560
67.000000	2.804937
67.000000	0.017691
67.000000	-8.093513
67.000000	13.990479
67.000000	16.679117
67.000000	7.913341
67.000000	13.077046
67.000000	4.248704
67.000000	15.329582
67.000000	3.857281
67.000000	8.826540
67.000000	6.658709
67.000000	9.314742
67.000000	9.410848
67.000000	6.957344
67.000000	15.231453
68.000000	6.705319
68.000000	10.178995
68.000000	7.322691
68.000000	4.337111
68.000000	10.654389
68.000000	13.967608
68.000000	9.214275
68.000000	9.995367
68.000000	10.058163
68.000000	0.924867
68.000000	17.599564
68.000000	0.372427
69.000000	6.143083
69.000000	6.615118
69.000000	24.469753
69.000000	5.826997
69.000000	1.503601
69.000000	18.226707
69.000000	15.110076
69.000000	30.155804
69.000000	2.283139
69.000000	14.156947
69.000000	0.663827
69.000000	4.953500
70.000000	16.362797
70.000000	9.097984
70.000000	1.022541
70.000000	9.409965
70.000000	6.258381
70.000000	12.114998
70.000000	16.361019
70.000000	-1.941522
70.000000	7.255736
70.000000	3.166729
71.000000	8.280871
71.000000	16.136675
71.000000	4.356954
71.000000	9.521048
71.000000	3.424353
71.000000	8.328378
72.000000	7.017071
72.000000	16.658577
72.000000	3.125880
72.000000	1.787339
72.000000	8.479040
72.000000	12.152727
73.000000	4.626945
73.000000	6.159488
73.000000	12.761517
73.000000	8.463870
73.000000	13.509171
73.000000	3.366461
74.000000	16.146605
74.000000	2.085965
74.000000	4.739880
74.000000	17.061016
75.000000	1.802659
75.000000	4.663445
76.000000	11.092493
76.000000	11.470570
76.000000	8.523626
76.000000	10.652628
78.000000	1.735076
78.000000	23.736887
78.000000	17.580132
78.000000	13.860197
78.000000	10.938787
78.000000	13.175118
78.000000	12.746418
78.000000	20.605171
79.000000	13.095664
79.000000	8.754833
81.000000	-0.165911
81.000000	-6.662675
90.000000	14.903925
90.000000	20.426561
